"","STN_NAME","param","date","value","SMPL_COLL_DT","n_reps","monitoring_program","rep","f_pon","SMPL_COLL_DT_est","offset","sample_dt","sample_date","tide_dt_High","tide_dt_Low","hours_since_High","hours_since_low","v_High","v_Low","tide_change","n_unique_tides","same_tide_cycle"
"948","gtmfmnut","PO4-D",2017-10-17,0.0425,2017-10-17 12:54:00,2,1,1,"<-1>","2017-10-17 11:54:00","1H 0M 0S","2017-10-17 12:54:00","2017-10-17","2017-10-17 08:22:00","2017-10-17 02:06:00",4.53333333333333,10.8,1.69,0.201,"Falling",1,TRUE
"949","gtmfmnut","PO4-D",2017-11-01,0.029,2017-11-01 11:11:00,2,1,1,"<-1>","2017-11-01 10:11:00","1H 0M 0S","2017-11-01 11:11:00","2017-11-01","2017-11-01 07:45:00","2017-11-01 01:26:00",3.43333333333333,9.75,1.498,0.117,"Falling",1,TRUE
"950","gtmfmnut","PO4-D",2017-12-14,0.019,2017-12-14 10:51:00,2,1,1,"<-1>","2017-12-14 10:51:00","1H 0M 0S","2017-12-14 10:51:00","2017-12-14","2017-12-14 06:39:00","2017-12-14 00:08:00",4.2,10.7166666666667,1.463,0.08,"Falling",1,TRUE
"951","gtmfmnut","PO4-D",2018-01-16,0.0175,2018-01-16 12:56:00,2,1,1,"<-1>","2018-01-16 12:56:00","1H 0M 0S","2018-01-16 12:56:00","2018-01-16","2018-01-16 08:58:00","2018-01-16 02:30:00",3.96666666666667,10.4333333333333,1.36,-0.052,"Falling",1,TRUE
"952","gtmfmnut","PO4-D",2018-02-13,0.0165,2018-02-13 12:23:00,2,1,1,"<-1>","2018-02-13 12:23:00","1H 0M 0S","2018-02-13 12:23:00","2018-02-13","2018-02-13 07:50:00","2018-02-13 01:22:00",4.55,11.0166666666667,1.292,-0.02,"Falling",1,TRUE
"953","gtmfmnut","PO4-D",2018-03-27,0.0145,2018-03-27 11:04:00,2,1,1,"<-1>","2018-03-27 10:04:00","1H 0M 0S","2018-03-27 11:04:00","2018-03-27","2018-03-27 06:53:00","2018-03-27 00:20:00",4.18333333333333,10.7333333333333,1.414,-0.087,"Falling",1,TRUE
"954","gtmfmnut","PO4-D",2018-04-25,0.013,2018-04-25 10:15:00,2,1,1,"<-1>","2018-04-25 09:15:00","1H 0M 0S","2018-04-25 10:15:00","2018-04-25","2018-04-25 06:34:00","2018-04-25 00:08:00",3.68333333333333,10.1166666666667,1.329,-0.069,"Falling",1,TRUE
"955","gtmfmnut","PO4-D",2018-05-29,0.016,2018-05-29 13:27:00,2,1,1,"<-1>","2018-05-29 12:27:00","1H 0M 0S","2018-05-29 13:27:00","2018-05-29","2018-05-29 10:11:00","2018-05-29 04:14:00",3.26666666666667,9.21666666666667,1.125,-0.088,"Falling",1,TRUE
"956","gtmfmnut","PO4-D",2018-06-12,0.0285,2018-06-12 11:50:00,2,1,1,"<-1>","2018-06-12 10:50:00","1H 0M 0S","2018-06-12 11:50:00","2018-06-12","2018-06-12 08:54:00","2018-06-12 02:53:00",2.93333333333333,8.95,1.098,-0.223,"Falling",1,TRUE
"957","gtmfmnut","PO4-D",2018-07-24,0.024,2018-07-24 11:48:00,2,1,1,"<-1>","2018-07-24 10:48:00","1H 0M 0S","2018-07-24 11:48:00","2018-07-24","2018-07-24 07:48:00","2018-07-24 01:54:00",4,9.9,1.138,0.171,"Falling",1,TRUE
"958","gtmfmnut","PO4-D",2018-08-07,0.027,2018-08-07 10:06:00,2,1,1,"<-1>","2018-08-07 09:06:00","1H 0M 0S","2018-08-07 10:06:00","2018-08-07","2018-08-07 06:11:00","2018-08-07 00:10:00",3.91666666666667,9.93333333333333,1.196,0.133,"Falling",1,TRUE
"959","gtmfmnut","PO4-D",2018-09-05,0.022,2018-09-05 09:40:00,2,1,1,"<-1>","2018-09-05 08:40:00","1H 0M 0S","2018-09-05 09:40:00","2018-09-05","2018-09-05 05:55:00","2018-09-04 23:51:00",3.75,9.81666666666667,1.349,0.267,"Falling",1,TRUE
"960","gtmfmnut","PO4-D",2018-10-23,0.012,2018-10-23 09:09:00,2,1,1,"<-1>","2018-10-23 08:09:00","1H 0M 0S","2018-10-23 09:09:00","2018-10-23","2018-10-22 20:48:00","2018-10-23 02:56:00",12.35,6.21666666666667,1.489,0.156,"Slack",2,FALSE
"961","gtmfmnut","PO4-D",2018-11-06,0.017,2018-11-06 11:37:00,2,1,1,"<-1>","2018-11-06 11:37:00","1H 0M 0S","2018-11-06 11:37:00","2018-11-06","2018-11-06 08:08:00","2018-11-06 01:46:00",3.48333333333333,9.85,1.774,0.056,"Falling",1,TRUE
"962","gtmfmnut","PO4-D",2018-12-04,0.02,2018-12-04 10:55:00,2,1,1,"<-1>","2018-12-04 10:55:00","1H 0M 0S","2018-12-04 10:55:00","2018-12-04","2018-12-04 07:03:00","2018-12-04 00:34:00",3.86666666666667,10.35,1.612,0.005,"Falling",1,TRUE
"963","gtmfmnut","PO4-D",2019-01-22,0.004,2019-01-22 09:34:00,2,1,1,"<0>","2019-01-22 09:34:00","1H 0M 0S","2019-01-22 09:34:00","2019-01-22","2019-01-21 21:51:00","2019-01-22 03:49:00",11.7166666666667,5.75,1.323,-0.362,"Rising",1,TRUE
"964","gtmfmnut","PO4-D",2019-02-05,0.004,2019-02-05 09:49:00,2,1,1,"<-3> [SNV]","2019-02-05 09:49:00","1H 0M 0S","2019-02-05 09:49:00","2019-02-05","2019-02-04 21:29:00","2019-02-05 03:25:00",12.3333333333333,6.4,1.135,-0.052,"Slack",2,FALSE
"965","gtmfmnut","PO4-D",2019-03-05,0.0085,2019-03-05 09:10:00,2,1,1,"<0>","2019-03-05 09:10:00","1H 0M 0S","2019-03-05 09:10:00","2019-03-05","2019-03-05 08:44:00","2019-03-05 02:23:00",0.433333333333333,6.78333333333333,1.302,-0.033,"Falling",1,TRUE
"966","gtmfmnut","PO4-D",2019-04-03,0.006,2019-04-03 08:50:00,2,1,1,"<0>","2019-04-03 07:50:00","1H 0M 0S","2019-04-03 08:50:00","2019-04-03","2019-04-02 20:51:00","2019-04-03 02:57:00",11.9833333333333,5.88333333333333,1.186,-0.026,"Rising",1,TRUE
"967","gtmfmnut","PO4-D",2019-05-01,0.01,2019-05-01 08:15:00,2,1,1,"<0>","2019-05-01 07:15:00","1H 0M 0S","2019-05-01 08:15:00","2019-05-01","2019-05-01 07:54:00","2019-05-01 01:40:00",0.35,6.58333333333333,1.09,0.018,"Falling",1,TRUE
"968","gtmfmnut","PO4-D",2019-06-04,0.004,2019-06-04 10:40:00,2,1,1,"<0>","2019-06-04 09:40:00","1H 0M 0S","2019-06-04 10:40:00","2019-06-04","2019-06-03 22:41:00","2019-06-04 05:05:00",11.9833333333333,5.58333333333333,1.411,-0.199,"Rising",1,TRUE
"969","gtmfmnut","PO4-D",2019-07-15,0.004,2019-07-15 08:55:00,2,1,1,"<0>","2019-07-15 07:55:00","1H 0M 0S","2019-07-15 08:55:00","2019-07-15","2019-07-14 20:51:00","2019-07-15 03:15:00",12.0666666666667,5.66666666666667,1.489,0.029,"Rising",1,TRUE
"970","gtmfmnut","PO4-D",2019-08-13,0.006,2019-08-13 08:30:00,2,1,1,"<-3> [SNV]","2019-08-13 07:30:00","1H 0M 0S","2019-08-13 08:30:00","2019-08-13","2019-08-12 20:29:00","2019-08-13 02:51:00",12.0166666666667,5.65,1.539,0.205,"Rising",1,TRUE
"971","gtmfmnut","PO4-D",2019-09-11,0.0045,2019-09-11 08:05:00,2,1,1,"<0>","2019-09-11 07:05:00","1H 0M 0S","2019-09-11 08:05:00","2019-09-11","2019-09-10 20:03:00","2019-09-11 02:22:00",12.0333333333333,5.71666666666667,1.579,0.34,"Rising",1,TRUE
"972","gtmfmnut","PO4-D",2019-10-15,0.0055,2019-10-15 10:47:00,2,1,1,"<-3> [SNV]","2019-10-15 09:47:00","1H 0M 0S","2019-10-15 10:47:00","2019-10-15","2019-10-14 22:54:00","2019-10-15 04:52:00",11.8833333333333,5.91666666666667,1.485,0.244,"Rising",1,TRUE
"973","gtmfmnut","PO4-D",2019-11-12,0.0125,2019-11-12 09:35:00,2,1,1,"<0>","2019-11-12 09:35:00","1H 0M 0S","2019-11-12 09:35:00","2019-11-12","2019-11-12 09:05:00","2019-11-12 02:41:00",0.5,6.9,1.572,0.111,"Falling",1,TRUE
"974","gtmfmnut","PO4-D",2019-12-10,0.0125,2019-12-10 08:24:00,2,1,1,"<0>","2019-12-10 08:24:00","1H 0M 0S","2019-12-10 08:24:00","2019-12-10","2019-12-10 07:53:00","2019-12-10 01:26:00",0.516666666666667,6.96666666666667,1.446,-0.013,"Falling",1,TRUE
"975","gtmfmnut","PO4-D",2020-01-13,0.0075,2020-01-13 10:31:00,2,1,1,"<0>","2020-01-13 10:31:00","1H 0M 0S","2020-01-13 10:31:00","2020-01-13","2020-01-12 23:01:00","2020-01-13 04:55:00",11.5,5.6,1.232,-0.226,"Rising",1,TRUE
"976","gtmfmnut","PO4-D",2020-02-11,0.005,2020-02-11 10:39:00,2,1,1,"<0>","2020-02-11 10:39:00","1H 0M 0S","2020-02-11 10:39:00","2020-02-11","2020-02-10 22:42:00","2020-02-11 04:42:00",11.95,5.95,1.381,-0.296,"Rising",1,TRUE
"977","gtmfmnut","PO4-D",2020-03-10,0.004,2020-03-10 11:01:00,2,1,1,"<0>","2020-03-10 10:01:00","1H 0M 0S","2020-03-10 11:01:00","2020-03-10","2020-03-10 10:56:00","2020-03-10 04:35:00",0.0833333333333333,6.43333333333333,1.581,-0.342,"Falling",1,TRUE
"978","gtmfmnut","PO4-D",2020-07-07,0.0095,2020-07-07 11:01:00,2,1,1,"<0>","2020-07-07 10:01:00","1H 0M 0S","2020-07-07 11:01:00","2020-07-07","2020-07-06 23:37:00","2020-07-07 05:59:00",11.4,5.03333333333333,1.495,-0.061,"Rising",1,TRUE
"979","gtmfmnut","PO4-D",2020-08-18,0.015,2020-08-18 09:40:00,2,1,1,"<0>","2020-08-18 08:40:00","1H 0M 0S","2020-08-18 09:40:00","2020-08-18","2020-08-18 09:35:00","2020-08-18 03:33:00",0.0833333333333333,6.11666666666667,1.297,0.034,"Falling",1,TRUE
"980","gtmfmnut","PO4-D",2020-09-15,0.018,2020-09-15 07:49:00,2,1,1,"<-4> [SCB]","2020-09-15 06:49:00","1H 0M 0S","2020-09-15 07:49:00","2020-09-15","2020-09-14 19:55:00","2020-09-15 02:13:00",11.9,5.6,1.636,0.165,"Rising",1,TRUE
"981","gtmfmnut","PO4-D",2020-10-13,0.035,2020-10-13 08:03:00,2,1,1,"<0>","2020-10-13 07:03:00","1H 0M 0S","2020-10-13 08:03:00","2020-10-13","2020-10-13 07:02:00","2020-10-13 00:49:00",1.01666666666667,7.23333333333333,1.43,0.223,"Falling",1,TRUE
"982","gtmfmnut","PO4-D",2020-11-17,0.01,2020-11-17 10:28:00,2,1,1,"<0>","2020-11-17 10:28:00","1H 0M 0S","2020-11-17 10:28:00","2020-11-17","2020-11-16 22:26:00","2020-11-17 04:22:00",12.0333333333333,6.1,1.566,-0.043,"Rising",1,TRUE
"983","gtmfmnut","PO4-D",2020-12-01,0.0225,2020-12-01 10:15:00,2,1,1,"<0>","2020-12-01 10:15:00","1H 0M 0S","2020-12-01 10:15:00","2020-12-01","2020-12-01 09:57:00","2020-12-01 03:26:00",0.3,6.81666666666667,1.51,0.075,"Falling",1,TRUE
"984","gtmfmnut","PO4-D",2021-01-12,0.013,2021-01-12 09:54:00,2,1,1,"<0>","2021-01-12 09:54:00","1H 0M 0S","2021-01-12 09:54:00","2021-01-12","2021-01-12 08:38:00","2021-01-12 02:04:00",1.26666666666667,7.83333333333333,1.615,-0.206,"Falling",1,TRUE
"985","gtmfmnut","PO4-D",2021-02-09,0.0125,2021-02-09 08:37:00,2,1,1,"<0>","2021-02-09 08:37:00","1H 0M 0S","2021-02-09 08:37:00","2021-02-09","2021-02-09 07:34:00","2021-02-09 00:58:00",1.05,7.65,1.503,-0.122,"Falling",1,TRUE
"986","gtmfmnut","PO4-D",2021-03-10,0.013,2021-03-10 07:59:00,2,1,1,"<0>","2021-03-10 07:59:00","1H 0M 0S","2021-03-10 07:59:00","2021-03-10","2021-03-10 07:19:00","2021-03-10 00:47:00",0.666666666666667,7.2,1.417,-0.036,"Falling",1,TRUE
"987","gtmfmnut","PO4-D",2021-04-07,0.0145,2021-04-07 08:52:00,2,1,1,"<0>","2021-04-07 07:52:00","1H 0M 0S","2021-04-07 08:52:00","2021-04-07","2021-04-07 07:07:00","2021-04-07 00:33:00",1.75,8.31666666666667,1.309,0.053,"Falling",1,TRUE
"988","gtmfmnut","PO4-D",2021-05-11,0.0085,2021-05-11 10:07:00,2,1,1,"<0>","2021-05-11 09:07:00","1H 0M 0S","2021-05-11 10:07:00","2021-05-11","2021-05-10 21:50:00","2021-05-11 04:11:00",12.2833333333333,5.93333333333333,1.343,-0.021,"Rising",1,TRUE
"989","gtmfmnut","PO4-D",2021-06-08,0.009,2021-06-08 08:55:00,2,1,1,"<0>","2021-06-08 07:55:00","1H 0M 0S","2021-06-08 08:55:00","2021-06-08","2021-06-07 20:40:00","2021-06-08 03:04:00",12.25,5.85,1.286,0.009,"Slack",2,FALSE
"990","gtmfmnut","PO4-D",2021-07-21,0.0065,2021-07-21 07:34:00,2,1,1,"<-3> [SNV]","2021-07-21 06:34:00","1H 0M 0S","2021-07-21 07:34:00","2021-07-21","2021-07-20 19:18:00","2021-07-21 01:40:00",12.2666666666667,5.9,1.555,0.007,"Rising",1,TRUE
"991","gtmfmnut","PO4-D",2021-08-19,0.0215,2021-08-19 07:54:00,2,1,1,"<0>","2021-08-19 06:54:00","1H 0M 0S","2021-08-19 07:54:00","2021-08-19","2021-08-19 07:25:00","2021-08-19 01:27:00",0.483333333333333,6.45,1.329,0.192,"Falling",1,TRUE
"992","gtmfmnut","PO4-D",2021-09-08,0.0185,2021-09-08 11:24:00,2,1,1,"<0>","2021-09-08 10:24:00","1H 0M 0S","2021-09-08 11:24:00","2021-09-08","2021-09-08 11:17:00","2021-09-08 05:00:00",0.116666666666667,6.4,1.574,0.083,"Falling",1,TRUE
"993","gtmfmnut","PO4-D",2021-10-05,0.0135,2021-10-05 09:11:00,2,1,1,"<0>","2021-10-05 08:11:00","1H 0M 0S","2021-10-05 09:11:00","2021-10-05","2021-10-04 20:48:00","2021-10-05 03:00:00",12.3833333333333,6.18333333333333,1.629,0.126,"Rising",1,TRUE
"994","gtmfmnut","PO4-D",2021-11-02,0.028,2021-11-02 08:47:00,2,1,1,"<0>","2021-11-02 07:47:00","1H 0M 0S","2021-11-02 08:47:00","2021-11-02","2021-11-02 07:58:00","2021-11-02 01:37:00",0.816666666666667,7.16666666666667,1.541,0.091,"Falling",1,TRUE
"995","gtmfmnut","PO4-D",2021-12-06,0.02,2021-12-06 11:42:00,2,1,1,"<0>","2021-12-06 11:42:00","1H 0M 0S","2021-12-06 11:42:00","2021-12-06","2021-12-06 10:55:00","2021-12-06 04:19:00",0.783333333333333,7.38333333333333,1.8,-0.156,"Falling",1,TRUE
"996","gtmfmnut","PO4-D",2022-01-04,0.0085,2022-01-04 10:28:00,2,1,1,"<0>","2022-01-04 10:28:00","1H 0M 0S","2022-01-04 10:28:00","2022-01-04","2022-01-03 22:09:00","2022-01-04 04:05:00",12.3166666666667,6.38333333333333,1.324,-0.258,"Rising",1,TRUE
"997","gtmfmnut","PO4-D",2022-02-01,0.0095,2022-02-01 08:59:00,2,1,1,"<0>","2022-02-01 08:59:00","1H 0M 0S","2022-02-01 08:59:00","2022-02-01","2022-01-31 20:58:00","2022-02-01 02:59:00",12.0166666666667,6,1.295,-0.295,"Rising",1,TRUE
"998","gtmfmnut","PO4-D",2022-03-02,0.004,2022-03-02 08:46:00,2,1,1,"<0>","2022-03-02 08:46:00","1H 0M 0S","2022-03-02 08:46:00","2022-03-02","2022-03-01 20:41:00","2022-03-02 02:47:00",12.0833333333333,5.98333333333333,1.363,-0.227,"Rising",1,TRUE
"999","gtmfmnut","PO4-D",2022-04-13,0.0195,2022-04-13 08:25:00,2,1,1,"<0>","2022-04-13 07:25:00","1H 0M 0S","2022-04-13 08:25:00","2022-04-13","2022-04-13 07:45:00","2022-04-13 01:24:00",0.666666666666667,7.01666666666667,1.167,-0.024,"Falling",1,TRUE
"1000","gtmfmnut","PO4-D",2022-05-02,0.0105,2022-05-02 11:36:00,2,1,1,"<0>","2022-05-02 10:36:00","1H 0M 0S","2022-05-02 11:36:00","2022-05-02","2022-05-02 11:27:00","2022-05-02 05:26:00",0.15,6.16666666666667,1.15,0.001,"Falling",1,TRUE
"1001","gtmfmnut","PO4-D",2022-06-14,0.011,2022-06-14 09:16:00,2,1,1,"<0>","2022-06-14 08:16:00","1H 0M 0S","2022-06-14 09:16:00","2022-06-14","2022-06-13 21:38:00","2022-06-14 04:06:00",11.6333333333333,5.16666666666667,1.548,-0.244,"Rising",1,TRUE
"1002","gtmfmnut","PO4-D",2022-07-12,0.0155,2022-07-12 08:15:00,2,1,1,"<0>","2022-07-12 07:15:00","1H 0M 0S","2022-07-12 08:15:00","2022-07-12","2022-07-11 20:26:00","2022-07-12 02:53:00",11.8166666666667,5.36666666666667,1.553,-0.117,"Rising",1,TRUE
"1003","gtmfmnut","PO4-D",2022-08-09,0.019,2022-08-09 07:49:00,2,1,1,"<0>","2022-08-09 06:49:00","1H 0M 0S","2022-08-09 07:49:00","2022-08-09","2022-08-09 07:34:00","2022-08-09 01:37:00",0.25,6.2,1.229,0.102,"Falling",1,TRUE
"1004","gtmfmnut","PO4-D",2022-09-12,0.011,2022-09-12 11:10:00,2,1,1,"<1> [SRD]","2022-09-12 10:10:00","1H 0M 0S","2022-09-12 11:10:00","2022-09-12","2022-09-11 23:19:00","2022-09-12 05:26:00",11.85,5.73333333333333,1.751,0.121,"Rising",1,TRUE
"1005","gtmfmnut","PO4-D",2022-10-10,0.008,2022-10-10 09:42:00,2,1,1,"<1> [SRD]","2022-10-10 08:42:00","1H 0M 0S","2022-10-10 09:42:00","2022-10-10","2022-10-09 22:06:00","2022-10-10 04:12:00",11.6,5.5,1.707,0.152,"Rising",1,TRUE
"1006","gtmfmnut","PO4-D",2022-11-08,0.0105,2022-11-08 09:03:00,2,1,1,"<0>","2022-11-08 09:03:00","1H 0M 0S","2022-11-08 09:03:00","2022-11-08","2022-11-07 20:40:00","2022-11-08 02:42:00",12.3833333333333,6.35,1.521,0.13,"Rising",1,TRUE
"1007","gtmfmnut","PO4-D",2022-12-06,0.0125,2022-12-06 08:38:00,2,1,1,"<0>","2022-12-06 08:38:00","1H 0M 0S","2022-12-06 08:38:00","2022-12-06","2022-12-06 08:00:00","2022-12-06 01:32:00",0.633333333333333,7.1,1.598,0.055,"Falling",1,TRUE
"1008","gtmfmnut","PO4-D",2023-01-09,0.004,2023-01-09 09:50:00,2,1,1,"<0>","2023-01-09 09:50:00","1H 0M 0S","2023-01-09 09:50:00","2023-01-09","2023-01-08 22:39:00","2023-01-09 04:27:00",11.1833333333333,5.38333333333333,1.063,0.014,"Rising",1,TRUE
"1009","gtmfmnut","PO4-D",2023-02-07,0.0055,2023-02-07 09:42:00,2,1,1,"<-4> [SCB]","2023-02-07 09:42:00","1H 0M 0S","2023-02-07 09:42:00","2023-02-07","2023-02-06 22:14:00","2023-02-07 04:08:00",11.4666666666667,5.56666666666667,1.106,-0.041,"Rising",1,TRUE
"1010","gtmfmnut","PO4-D",2023-03-07,0.0045,2023-03-07 09:14:00,2,1,1,"<0>","2023-03-07 09:14:00","1H 0M 0S","2023-03-07 09:14:00","2023-03-07","2023-03-06 21:06:00","2023-03-07 03:08:00",12.1333333333333,6.1,1.164,-0.058,"Rising",1,TRUE
"1011","gtmfmnut","PO4-D",2023-04-04,0.007,2023-04-04 09:08:00,2,1,1,"<0>","2023-04-04 08:08:00","1H 0M 0S","2023-04-04 09:08:00","2023-04-04","2023-04-03 20:54:00","2023-04-04 03:01:00",12.2333333333333,6.11666666666667,1.174,-0.033,"Rising",1,TRUE
"1012","gtmfmnut","PO4-D",2023-05-02,0.0135,2023-05-02 08:44:00,2,1,1,"<0>","2023-05-02 07:44:00","1H 0M 0S","2023-05-02 08:44:00","2023-05-02","2023-05-02 07:53:00","2023-05-02 01:44:00",0.85,7,1.07,0.012,"Falling",1,TRUE
"1013","gtmfmnut","PO4-D",2023-06-05,0.005,2023-06-05 10:15:00,2,1,1,"<0>","2023-06-05 09:15:00","1H 0M 0S","2023-06-05 10:15:00","2023-06-05","2023-06-04 22:53:00","2023-06-05 05:20:00",11.3666666666667,4.91666666666667,1.464,-0.193,"Rising",1,TRUE
"1014","gtmfmnut","PO4-D",2023-07-18,0.0095,2023-07-18 10:15:00,2,1,1,"<-3> [SNV]","2023-07-18 09:15:00","1H 0M 0S","2023-07-18 10:15:00","2023-07-18","2023-07-17 22:24:00","2023-07-18 04:51:00",11.85,5.4,1.381,0.064,"Rising",1,TRUE
"1015","gtmfmnut","PO4-D",2023-08-01,0.017,2023-08-01 09:40:00,2,1,1,"<0>","2023-08-01 08:40:00","1H 0M 0S","2023-08-01 09:40:00","2023-08-01","2023-07-31 21:22:00","2023-08-01 03:47:00",12.3,5.88333333333333,1.614,-0.084,"Rising",1,TRUE
"1016","gtmfmnut","PO4-D",2023-09-12,0.014,2023-09-12 08:13:00,2,1,1,"<0>","2023-09-12 07:13:00","1H 0M 0S","2023-09-12 08:13:00","2023-09-12","2023-09-11 20:06:00","2023-09-12 02:27:00",12.1166666666667,5.76666666666667,1.52,0.361,"Rising",1,TRUE
"1017","gtmfmnut","PO4-D",2023-10-16,0.016,2023-10-16 10:45:00,2,1,1,"<-3> [SNV]","2023-10-16 09:45:00","1H 0M 0S","2023-10-16 10:45:00","2023-10-16","2023-10-15 22:54:00","2023-10-16 04:48:00",11.85,5.95,1.459,0.243,"Rising",1,TRUE
"1018","gtmfmnut","PO4-D",2023-11-07,0.0145,2023-11-07 10:34:00,2,1,1,"<0>","2023-11-07 10:34:00","1H 0M 0S","2023-11-07 10:34:00","2023-11-07","2023-11-07 04:41:00","2023-11-06 22:30:00",5.88333333333333,12.0666666666667,1.245,0.392,"Falling",1,TRUE
"1019","gtmfmnut","PO4-D",2023-12-12,0.0125,2023-12-12 08:13:00,2,1,1,"<0>","2023-12-12 08:13:00","1H 0M 0S","2023-12-12 08:13:00","2023-12-12","2023-12-11 20:14:00","2023-12-12 02:08:00",11.9833333333333,6.08333333333333,1.163,-0.063,"Rising",1,TRUE
"1020","gtmfmnut","PO4-D",2024-01-10,0.014,2024-01-10 10:02:00,2,1,1,"<-1>","2024-01-10 10:02:00","1H 0M 0S","2024-01-10 10:02:00","2024-01-10","2024-01-10 08:21:00","2024-01-10 01:44:00",1.68333333333333,8.3,1.477,-0.2,"Falling",1,TRUE
"1021","gtmfmnut","PO4-D",2024-02-08,0.0075,2024-02-08 08:24:00,2,1,1,"<-1>","2024-02-08 08:24:00","1H 0M 0S","2024-02-08 08:24:00","2024-02-08","2024-02-08 08:00:00","2024-02-08 01:25:00",0.4,6.98333333333333,1.466,-0.25,"Falling",1,TRUE
"1022","gtmfmnut","PO4-D",2024-03-07,0.017,2024-03-07 08:01:00,2,1,1,"<-1>","2024-03-07 08:01:00","1H 0M 0S","2024-03-07 08:01:00","2024-03-07","2024-03-07 06:45:00","2024-03-07 00:08:00",1.26666666666667,7.88333333333333,1.38,-0.149,"Falling",1,TRUE
"1023","gtmfmnut","PO4-D",2024-04-09,0.008,2024-04-09 10:56:00,2,1,1,"<-1>","2024-04-09 09:56:00","1H 0M 0S","2024-04-09 10:56:00","2024-04-09","2024-04-09 10:46:00","2024-04-09 04:37:00",0.166666666666667,6.31666666666667,1.444,-0.246,"Falling",1,TRUE
"1024","gtmfmnut","PO4-D",2024-05-07,0.0065,2024-05-07 09:09:00,2,1,1,"<-1>","2024-05-07 08:09:00","1H 0M 0S","2024-05-07 09:09:00","2024-05-07","2024-05-06 21:08:00","2024-05-07 03:29:00",12.0166666666667,5.66666666666667,1.588,-0.219,"Rising",1,TRUE
"1025","gtmfmnut","PO4-D",2024-06-04,0.005,2024-06-04 08:22:00,2,1,1,"<-1>","2024-06-04 07:22:00","1H 0M 0S","2024-06-04 08:22:00","2024-06-04","2024-06-04 08:19:00","2024-06-04 02:20:00",0.05,6.03333333333333,1.15,-0.129,"Falling",1,TRUE
"1026","gtmfmnut","PO4-D",2024-07-01,0.0235,2024-07-01 08:14:00,2,1,1,"<-1>","2024-07-01 07:14:00","1H 0M 0S","2024-07-01 08:14:00","2024-07-01","2024-07-01 06:06:00","2024-07-01 00:05:00",2.13333333333333,8.15,1.127,0.032,"Falling",1,TRUE
"1027","gtmfmnut","PO4-D",2024-08-20,0.0115,2024-08-20 10:54:00,2,1,1,"<-1>","2024-08-20 09:54:00","1H 0M 0S","2024-08-20 10:54:00","2024-08-20","2024-08-20 10:38:00","2024-08-20 04:31:00",0.266666666666667,6.38333333333333,1.469,-0.038,"Falling",1,TRUE
"1028","gtmfmnut","PO4-D",2024-09-03,0.0165,2024-09-03 11:36:00,2,1,1,"<-1>","2024-09-03 10:36:00","1H 0M 0S","2024-09-03 11:36:00","2024-09-03","2024-09-03 10:28:00","2024-09-03 04:22:00",1.13333333333333,7.23333333333333,1.423,0.253,"Falling",1,TRUE
"1029","gtmfmnut","PO4-D",2024-10-01,0.016,2024-10-01 09:26:00,2,1,1,"<-1>","2024-10-01 08:26:00","1H 0M 0S","2024-10-01 09:26:00","2024-10-01","2024-10-01 09:18:00","2024-10-01 03:08:00",0.133333333333333,6.3,1.517,0.322,"Falling",1,TRUE
"1030","gtmfmnut","PO4-D",2024-11-04,0.014,2024-11-04 11:39:00,2,1,1,"<-1>","2024-11-04 11:39:00","1H 0M 0S","2024-11-04 11:39:00","2024-11-04","2024-11-04 11:03:00","2024-11-04 04:26:00",0.6,7.21666666666667,1.59,0.255,"Falling",1,TRUE
"1031","gtmfmnut","PO4-D",2024-12-03,0.012,2024-12-03 11:04:00,2,1,1,"<-1>","2024-12-03 11:04:00","1H 0M 0S","2024-12-03 11:04:00","2024-12-03","2024-12-03 10:44:00","2024-12-03 04:05:00",0.333333333333333,6.98333333333333,1.496,0.059,"Falling",1,TRUE
"1032","gtmfmnut","TKN-D",2003-01-22,NA,2003-01-22 16:40:00,2,1,1,"<-1>","2003-01-22 16:40:00","1H 0M 0S","2003-01-22 16:40:00","2003-01-22","2003-01-22 12:23:00","2003-01-22 06:02:00",4.28333333333333,10.6333333333333,1.418,-0.098,"Falling",1,TRUE
"1033","gtmfmnut","TKN-D",2003-02-26,NA,2003-02-26 09:16:00,2,1,1,"<-1>","2003-02-26 09:16:00","1H 0M 0S","2003-02-26 09:16:00","2003-02-26","2003-02-26 05:49:00","2003-02-25 23:03:00",3.45,10.2166666666667,1.405,0.025,"Falling",1,TRUE
"1034","gtmfmnut","TKN-D",2003-03-26,NA,2003-03-26 08:30:00,2,1,1,"<-1>","2003-03-26 08:30:00","1H 0M 0S","2003-03-26 08:30:00","2003-03-26","2003-03-26 04:22:00","2003-03-25 21:46:00",4.13333333333333,10.7333333333333,1.359,0.09,"Falling",1,TRUE
"1035","gtmfmnut","TKN-D",2003-04-29,NA,2003-04-29 11:16:00,2,1,1,"<-1>","2003-04-29 10:16:00","1H 0M 0S","2003-04-29 11:16:00","2003-04-29","2003-04-29 09:03:00","2003-04-29 02:59:00",2.21666666666667,8.28333333333333,1.156,0.004,"Falling",1,TRUE
"1036","gtmfmnut","TKN-D",2003-05-27,NA,2003-05-27 12:00:00,2,1,1,"<-1>","2003-05-27 11:00:00","1H 0M 0S","2003-05-27 12:00:00","2003-05-27","2003-05-27 07:47:00","2003-05-27 01:45:00",4.21666666666667,10.25,1.029,0.058,"Falling",1,TRUE
